id,lon,lat
1641362272,-87.6560253,41.8733168
1309296856,-87.6468799,41.8658911
10977487835,-87.6269399,41.8783129
11164371071,-87.6549989,41.8641098
9995481132,-87.66088979999999,41.8859139
11793311784,-87.6237134,41.8893105
11055683188,-87.62392659999999,41.8856781
8495102225,-87.6207258,41.8689641
9733227007,-87.6624095,41.8823905
7342370241,-87.6353961,41.8842084
10942901604,-87.62468419999999,41.8858585
11848382947,-87.61429799999999,41.888868699999996
10048519681,-87.6568145,41.888915
10938008458,-87.63563429999999,41.886025599999996
10922954412,-87.62545709999999,41.8836595
8038350479,-87.6322225,41.8871301
8105833656,-87.66695849999999,41.8808248
2200380968,-87.6645467,41.8672366
9503048948,-87.6420905,41.868252399999996
9995470810,-87.6398744,41.887422
11133119004,-87.64495819999999,41.8624574
11842437842,-87.6373996,41.8873387
4156113207,-87.6292429,41.8807147
4226924605,-87.6398184,41.8767084
1668489262,-87.646126,41.8681446
13130287303,-87.6321519,41.887080399999995
4321073805,-87.6575347,41.875338
9693904951,-87.6541453,41.8615486
7520846938,-87.64962729999999,41.883030999999995
4489790785,-87.633915,41.8843799
10933503318,-87.6261482,41.885085499999995
11164371009,-87.65499489999999,41.863656399999996
3240596740,-87.66130009999999,41.8773342
2867941830,-87.640911,41.8839232
465797661,-87.64976589999999,41.8712009
10007502248,-87.6668394,41.8865895
11989411016,-87.6413295,41.8856727
9782995118,-87.6307204,41.875980299999995
11098700780,-87.6688915,41.884453099999995
9913028602,-87.62950579999999,41.8858493
11793311754,-87.62189579999999,41.8892549
1645164034,-87.6471323,41.8726151
11842437652,-87.6375978,41.887667799999996
5912725275,-87.6263704,41.8672852
2282589773,-87.6591742,41.8615648
4226840084,-87.6532356,41.8670177
9462686713,-87.6619001,41.8741608
12013296152,-87.61221499999999,41.8658724
10126454547,-87.6296539,41.870858299999995
256611723,-87.64720299999999,41.8766797
7520833612,-87.64980419999999,41.8821746
2042153404,-87.66381229999999,41.8841397
9462970503,-87.64392199999999,41.8692169
1648106932,-87.61310429999999,41.886126399999995
4543157139,-87.6585576,41.860749399999996
5492705656,-87.65784819999999,41.885712399999996
7624874166,-87.6181932,41.884506599999995
7512371536,-87.64872779999999,41.8622389
5492705389,-87.65097329999999,41.8645324
9802722588,-87.64097249999999,41.890471999999995
256613310,-87.65456789999999,41.8778284
7144692240,-87.6214576,41.8833373
10957839490,-87.6294613,41.8831267
11851405160,-87.6397403,41.887520699999996
8038355926,-87.6313577,41.8871468
9693904866,-87.6542312,41.8616295
11352008733,-87.6492521,41.871753
1469237594,-87.6246809,41.8841733
8505404445,-87.6160883,41.868122799999995
7137221478,-87.6240114,41.873235199999996
258956097,-87.6568032,41.8855102
5492705693,-87.6569237,41.883409799999995
8849080144,-87.6234521,41.8755405
12889024475,-87.6275921,41.8743865
7132125257,-87.62357349999999,41.876002799999995
10945323493,-87.6363355,41.8787731
9995481086,-87.65112119999999,41.8867592
5913552522,-87.6393832,41.8673149
4226840185,-87.6510267,41.869707399999996
10043596545,-87.6652524,41.889822099999996
10656296524,-87.62409749999999,41.8757415
10933204913,-87.6317172,41.876809699999995
12882628742,-87.6572257,41.8651546
6379170630,-87.617539,41.865522399999996
1641361065,-87.654963,41.873334799999995
8849080248,-87.62317589999999,41.8743772
9913028196,-87.6308059,41.8795047
7515614439,-87.6452779,41.88307
708328827,-87.64078719999999,41.8860988
706805480,-87.63702909999999,41.8598098
9358482660,-87.63556,41.8852409
10126454666,-87.63342469999999,41.870717899999995
705003457,-87.6289709,41.8619281
10945121348,-87.635971,41.8800034
8105833669,-87.6661735,41.8813727
1309310754,-87.6509378,41.8635048
9995480931,-87.6476854,41.8890946
9503049024,-87.6417115,41.873507599999996
10866638250,-87.66108369999999,41.8635263
13077406980,-87.66091209999999,41.8867371
10935262062,-87.66710599999999,41.8726048
11920769256,-87.6671932,41.8888044
9239379742,-87.6698399,41.880995899999995
5917302437,-87.64216739999999,41.8705169
11627288527,-87.643473,41.8845818
11848393182,-87.6143707,41.887935999999996
11815165688,-87.6273054,41.8881106
12078891732,-87.6261638,41.8744552
8505470905,-87.6166959,41.8864872
2440008885,-87.6212735,41.8849987
2019419838,-87.66177379999999,41.8737663
11943616211,-87.64170329999999,41.8743816
11139869748,-87.6543576,41.869450199999996
7515614413,-87.6473658,41.8818786
704745780,-87.640209,41.8757701
6991303095,-87.63237819999999,41.887808199999995
7726924776,-87.6401978,41.8829016
1647434106,-87.6465253,41.8757728
740249852,-87.62419709999999,41.8818367
9115266742,-87.654426,41.884095699999996
12013038772,-87.6101542,41.8650406
10993449781,-87.62273669999999,41.8653577
1469315862,-87.6277533,41.8836862
5492697146,-87.65934759999999,41.8866465
11751858645,-87.6626278,41.8750151
12169385761,-87.6685851,41.882191
2004538932,-87.6579093,41.8674557
9693904943,-87.6497626,41.862377699999996
10945665653,-87.63379739999999,41.880058
12056619680,-87.62521009999999,41.873145099999995
9693905168,-87.6656644,41.865928499999995
7126034949,-87.6164979,41.873274599999995
11817213465,-87.6293421,41.888431999999995
10922048353,-87.6510952,41.8719995
2104847019,-87.6138091,41.8660195
11815154949,-87.6270085,41.888389
9531327839,-87.6600903,41.8769402
2391114655,-87.627755,41.8837586
8487658566,-87.6181395,41.8805785
13077384398,-87.6654216,41.8864631
9573886508,-87.63162679999999,41.8744442
11913326394,-87.65142639999999,41.8831656
10048519635,-87.65725669999999,41.8899009
7161111970,-87.6177154,41.8648716
708328841,-87.6409587,41.885836999999995
9247471005,-87.6445734,41.8744306
7176657779,-87.6162252,41.8859916
10935211371,-87.6647426,41.874478499999995
3240592097,-87.6664969,41.876359
7727108061,-87.6392321,41.879058099999995
10945008183,-87.6370153,41.8814487
9995481159,-87.6607439,41.8877247
4156113211,-87.6294975,41.8806386
2219228064,-87.6380945,41.889924699999995
9411378358,-87.64143109999999,41.8859518
10722391410,-87.6382149,41.8858445
11768850502,-87.6363867,41.8654578
1679550755,-87.63948789999999,41.8659366
9768129713,-87.6427681,41.8858117
9913028186,-87.6293238,41.879359099999995
706804791,-87.63687279999999,41.860012399999995
9434660167,-87.661399,41.864193
4226924592,-87.643958,41.876644
1105879815,-87.6182199,41.858552499999995
10922694238,-87.6332753,41.8831488
5913771297,-87.64351529999999,41.8671608
8807088573,-87.6183319,41.8662004
2882856343,-87.6367932,41.8889303
8807088561,-87.6162954,41.865560699999996
11781384330,-87.6327323,41.876628499999995
11870308571,-87.6382634,41.885613
12013038849,-87.60961759999999,41.8637697
11917017534,-87.65447759999999,41.8897586
7512746477,-87.6472391,41.8810597
12800490968,-87.64880289999999,41.8690023
13042437415,-87.6487338,41.869921999999995
8266153612,-87.6348896,41.886095
7018167862,-87.6694335,41.8819035
9878323685,-87.6358173,41.878022
10942457437,-87.62831729999999,41.887889099999995
5913813248,-87.6509438,41.8669757
708328779,-87.6410284,41.8852471
11842456403,-87.6383877,41.887895
5632840000,-87.6484961,41.87352
705766086,-87.63210749999999,41.8722813
7512285782,-87.64516619999999,41.8658291
2624378889,-87.62933079999999,41.8764118
10922694378,-87.63495739999999,41.883309
11815154952,-87.6268999,41.8885747
11851405020,-87.639485,41.888150499999995
11870308661,-87.6396201,41.8859492
1107013879,-87.6209195,41.8644652
7018167876,-87.669232,41.8822718
10126454636,-87.6313488,41.8721366
12858160066,-87.6267963,41.871911399999995
7512371280,-87.65304379999999,41.8639119
11483999385,-87.6394837,41.8706788
2207328996,-87.64939509999999,41.866175999999996
9503048825,-87.655185,41.8725775
10956376207,-87.63295339999999,41.8800399
7512746407,-87.6472174,41.8801403
10088635441,-87.62852389999999,41.8641018
2297556546,-87.6254218,41.8704019
1563768150,-87.652925,41.8678411
8487665009,-87.62043849999999,41.8768895
11403891560,-87.6221434,41.8668759
4336249695,-87.6446806,41.881812599999996
9282112429,-87.647078,41.8903795
10195430973,-87.66794639999999,41.8691665
10195430965,-87.66762539999999,41.870121
1469170846,-87.62080089999999,41.8857224
10938008459,-87.63564869999999,41.886016999999995
7515614339,-87.6568573,41.8764678
7727108058,-87.6395045,41.8791387
9309565827,-87.6694292,41.8787914
708316235,-87.64863319999999,41.8899311
1308089672,-87.6491997,41.8744559
9913425892,-87.6322407,41.8819608
4226924802,-87.6367248,41.8794373
2025289453,-87.6292606,41.8802363
9678129085,-87.6246259,41.8833626
7520847104,-87.6571056,41.880413399999995
9503048883,-87.65318309999999,41.8718508
13081267070,-87.6205586,41.8896571
4226924624,-87.6440708,41.8768071
10925366757,-87.6347904,41.8867161
7018167875,-87.6693281,41.882270899999995
8502214116,-87.6214274,41.882013099999995
4336249434,-87.6276018,41.8708404
1884443872,-87.6539767,41.8778377
9531327870,-87.6609285,41.8773935
12729501896,-87.6506624,41.8699109
7015619038,-87.6411598,41.8845332
2394641727,-87.6405046,41.8818771
10942616784,-87.63822429999999,41.8891694
7512339060,-87.65667619999999,41.874402599999996
10948365407,-87.6202187,41.8867208
12075658075,-87.6267452,41.8696272
10922954361,-87.626342,41.882453399999996
736940958,-87.63277719999999,41.888518399999995
7085687934,-87.66630699999999,41.8719703
9309565810,-87.6643149,41.8777405
9503048927,-87.6585082,41.8732839
7505671780,-87.6552244,41.878985799999995
11697895293,-87.6100361,41.8647683
11782564985,-87.6304195,41.8766925
261209364,-87.6479274,41.8647652
7515614415,-87.6451788,41.8817253
10126454703,-87.6316514,41.8745966
8627333160,-87.6380923,41.8898471
11793311810,-87.6227313,41.889885
5492673265,-87.66369,41.888020399999995
11810338378,-87.6252574,41.889681499999995
11870717262,-87.6218112,41.8833901
10088633487,-87.6285406,41.8648801
9913028598,-87.6295221,41.883320499999996
261186121,-87.66098149999999,41.888286199999996
10838937124,-87.620589,41.8846361
6211473495,-87.6318306,41.8867176
9273512990,-87.6682148,41.8742842
11892170742,-87.6207713,41.8715212
9309565976,-87.6682671,41.8794537
3325542106,-87.64614979999999,41.861482599999995
7147479852,-87.62382679999999,41.8788777
9995480925,-87.64590749999999,41.8890388
9995470760,-87.64353109999999,41.886719899999996
8495101383,-87.6235724,41.878884299999996
11969574711,-87.6662551,41.8713317
9567006472,-87.6376748,41.8877106
11081759467,-87.6477994,41.876408399999995
12077181109,-87.6265674,41.870658999999996
